,title,synopsis,genre,adult
9391,Bikkuriman Moen Zone no Himitsu,synopsis added series yet click update information,"['Action', 'Adventure', 'Kids']",1
9392,Blue Star feat Hatsune Miku,music video blue star feat,['Music'],0
9393,Anime Sanjuushi Aramis no Bouken,fell horse received aid man named fell love first sight spent time happily killed people swore revenge went musketeer year end series drink musketeers found cardinal guards woman tavern fought cardinal guards way home witnessed woman rescued jump river rescued brought home disappeared soon day heard woman killed last night cardinal guards arrested murder hat found woman body discovers story link launches investigation one bring back castle beloved face protect dangerous document,"['Adventure', 'Historical', 'Romance']",1
9394,Appleseed,takes place aftermath world war iii general management control office constructed experimental city known built paradise earth inhabited humans cyborgs genetically engineered humans designed increased physical capabilities decreased emotional capabilities run control administrative functions ensuring city remains utopian society meant citizens people living utopia city become less home cage police officer grown despise following wife suicide blaming death lack creative freedom caused rules binding citizens city hatred city grows conspires terrorist destroy legislature central management bureau send rules killed wife tumbling discovers political malcontent rather hatred motives turns renegade gains attention city officials partner counter-terrorism unit dispatched hunt stop means necessary,"['Action', 'Sci', 'Fi', 'Adventure', 'Police', 'Mecha']",1
9395,Boku no Aozora,educational film child battle muscular dystrophy,"['Drama', 'Kids']",1
9396,Boku no Kachi,music video song reggae artist featured program video animated,"['Kids', 'Music']",1
9397,Boku no Oldies wa All Color,minimalist adaptation manga name contains stories slow paced vignettes romance whose dialogue lies within oldies played background music,"['Music', 'Romance', 'Seinen']",1
9398,Boku to D j vu,music video song featured program video animated,"['Kids', 'Music']",0
9399,Boku to Sakana no Monogatari,music video song aired part program,"['Music', 'Kids']",1
9400,Bonobono TV Specials,specials aired following series,['Comedy'],1
9401,Angel ga Tonda Hi,heart-warming story depicting day-to-day life full laughter tears mother copes children,"['Slice', 'of', 'Life', 'Comedy']",1
9402,Amigo Tomodachi,educational film difficult learning culture customs new land bullying foreigners even people come back home extended stay foreign country picked customs manifestation weak consciousness,"['School', 'Slice', 'of', 'Life']",1
9403,Chao Shen Youxi,three young friends skipped class went internet cafe play games caught female class monitor one returns home two choose purchase mysterious game sexy female shopkeeper start playing suddenly get transported game world,"['Action', 'Game', 'Fantasy']",0
9404,Channeler,abstract animated short film visually syncing hip-hop variety symbols shapes,['Music'],1
9405,Hetalia The World Twinkle,sixth season,"['Comedy', 'Historical', 'Parody']",0
9406,Chameleon,chameleon tries catch moon night tongue eventually turns beautiful shining golden color,"['Music', 'Kids']",1
9407,Hakuouki,japan young woman named searching missing father doctor trade whose work often takes far home word months disguises man heads search attracting attention tries hide ends witnessing horrifying sight brutally murdered crazed white-haired men startling turn events members arrive dispatch creatures safety last long group men tie take back headquarters unsure whether let live silence permanently however reveals name father decide keep safe searching connected let soon finds embroiled conflict enemies well political tension,"['Action', 'Historical', 'Supernatural', 'Drama', 'Samurai', 'Josei']",1
9408,Genshiken Nidaime,another college semester begins returning members attempt recruit new club members three new members join club attracted drawings welcomes new members fears club become fans getting bit far removed original purpose,"['Slice', 'of', 'Life', 'Comedy', 'Parody']",0
9409,Ganbare Genki,years old boy mother died born raised father father shark professional boxer ruined become itinerant boxer however believed father strong would become champion dream become strong boxer father father death adopted grandparents although opposed boxing made mind become boxer continued training secretly meeting various people example teacher resembles mother high school boxing champion made way boxer,"['Action', 'Comedy', 'Shounen', 'Sports']",1
9410,Freedom,year mankind created first space colony moon freak cataclysm devastated human earth republic moon built domed megalopolis known year boy called spends time engaging hover-craft races rival street gangs unaware embark journey unearthing origin,"['Action', 'Sci', 'Fi', 'Adventure', 'Space']",1
9411,Code Geass Boukoku no Akito 1 - Yokuryuu wa Maiorita,year invaded forces holy empire attempt combat opposition overwhelming pressure put end massive casualties army forms special unit called composed former citizens referred elevens recruited ghettos young men women pilot frames humanoid war machines dangerous operations death awaits hoping make name regiment attempting recapture crucial city pinned enemy bail among selected rescue operation lieutenant known ghost due prowess battlefield however supposed rescue mission becomes suicidal attempt take many possible commanding officer initiates self-destruct sequence aftermath finds last one standing,"['Action', 'Mecha', 'Military', 'Sci', 'Fi']",0
9412,Aoki Hagane no Arpeggio Ars Nova DC,recap arpeggio nova series approximately minutes new material global warming caused sea levels rise large amount territory lost though response mysterious group warships clad mist fleet mist appeared every corner ocean began attacking human ships spite humanity mustering strength utterly defeated mist overwhelming force humanity trade routes blockaded fleet mist political economy destroyed human race steadily beaten seven years later fleet mist submarine appears cadet humanoid life form pilots sub enemy instead offering services mankind,"['Action', 'Sci', 'Fi', 'Seinen']",1
9413,Yu Gi Oh The Dark Side of Dimensions,set six months events original manga friends final year high school talking future meanwhile commissioned excavation retrieve disassembled millennium puzzle ruins shrine underworld item previously housed soul rival hopes revive order settle score excavation interrupted mysterious man faces game magic wizards steals two pieces recovered puzzle ulterior motive,"['Adventure', 'Game', 'Shounen']",1
9414,WWW Working ,serious first-year student high school lives peaceful everyday life even though satisfied family laugh makes tired however father company goes bankrupt one day longer afford allowances cellphone bills commuter tickets father orders take part-time job decides work nearby family restaurant order avoid traveling kilometers school bicycle,"['Slice', 'of', 'Life', 'Comedy']",0
9415,Tonari no Seki-kun Specials,two episodes included set release series field trip first volume snow playing second volume,"['Comedy', 'School', 'Seinen']",1
9416,Toaru Kagaku no Railgun Misaka-san wa Ima Chuumoku no Mato Desu kara,continuing level upper incident another phenomenon torments phenomenon called someone watching effect feels like electricity one body flow backwards help friends fights unknown enemy,"['Action', 'Sci', 'Fi', 'Super', 'Power']",1
9417,Chikyuu no Himitsu,two-part video series auspices department environment environmentally themed story,['Kids'],1
9418,Chikyuu ni Yasashii Shopping Midori-chan to Recycle-ku Shopping,educational anime explaining green purchasing sustainable procurement environmentally preferable purchasing children,['Kids'],0
9419,Chikyuu SOS Sore Ike Kororin,came old family cherry blossom viewing venue surrounding area full garbage sits eat lunch reluctantly strange creature falls sky name comes star oasis teach importance environmental consciousness esp sister must battle syndrome evil alien plotting destruction earth attempted destruction usually environmental issue tearing hole ozone changing weather overuse electricity etc,"['Action', 'Comedy', 'Kids', 'Sci', 'Fi']",1
9420,The iDOLM STER 765 Pro to Iu Monogatari,special received airing 9th volume containing episodes released,"['Music', 'Comedy', 'Drama']",0
9421,Cofun Gal no Coffy Campus Life,sequel gal takes place year later via college campus life comedy -year-old college student boyfriend childhood friend love rival quit teacher became chief college mart,['Comedy'],1
9422,Cofun Gal no Coffy TV Christmas Daisakusen,special gal limited edition box set chronologically episode,"['Comedy', 'Parody']",1
9423,Cofun Gal no Coffy TV Specials,gal specials official website lists episodes various pilots,"['Comedy', 'Parody']",0
9424,Cofun Gal no Coffy,tumulus gal goes tumulus high school barrow tomb period royal successor tumulus world grave commander period teacher various tumuli gather enjoy tumuli love friendship youth depicted cemetery school love comedy,"['Comedy', 'Historical', 'Parody']",1
9425,Cofun Gal no Coffy TV ,adaptation series unlike episodes series episodes,"['Comedy', 'Parody']",0
9426,Dekkai Totto March,music video song march duke aces featured program,"['Adventure', 'Music', 'Kids']",0
9427,Dekiru ka na,group children find kit counter one day leads leak incident nuclear power spirit let anything let anywhere try anything,['Comedy'],0
9428,Dayan to Tama to Tobi Neko to 3-tsu no Neko no Monogatari,friends receive omnibus film three segments titled mysterious statue jumping cat travels live-action work franchise began photographer released photo collection jumping cats included episode count,"['Adventure', 'Kids', 'Magic']",1
9429,Doubutsu Dai Yakyuu Sen,game baseball featuring animals one team made gorillas mixed animals gorilla team easily overpowers animals,['Sports'],1
9430,Doteraman,small town lives middle-aged man spends commonplace days conducting small business ambitious become celebrity appear cover page popular magazine one day happens discover mysterious entrance leads alien space reaches world goblins attaches control devices goblins make act free command capitalizing zombies grows outrageous notoriously sets hand evil things meanwhile two witty pupils girl friend come across strange alien detective presents garments wearing garments transform supernatural strength challenge wicked ruler successfully liberate poor goblins continue fight justice creating excitement entertainment full pleasure,"['Sci', 'Fi', 'Comedy']",1
9431,Spirit of Wonder Shounen Kagaku Club,year old scientific boys club decides built ship sails mars ethereal current thesis wife club member claims universe flooded ethereal energy stream travel mars order prove old theory channels mars built martians life many years later theories considered nonsense mars expedition discovers stone inscription scientific boys club,"['Drama', 'Sci', 'Fi', 'Seinen', 'Space']",1
9432,Arifureta Shokugyou de Sekai Saikyou Specials,episodes included releases,"['Action', 'Adventure', 'Fantasy', 'Harem']",1
9433,Dotanba no Manners,introduction etiquette hapless antics manages put foot innumerable social situations,"['Comedy', 'Slice', 'of', 'Life']",0
9434,Esper Mami Special My Angel Mami-chan,end-of-year special aired episodes,"['Comedy', 'Super', 'Power', 'Supernatural']",0
9435,Escalator-jou no Hokou no Kiken-sei,commercial commissioned city show dangers running escalator,['Drama'],1
9436,Ero Lover,dorm male female students live together order children enrolls school dorm domineering yet attractive dorm leader becomes roommate resists first two gradually grow closer living together,"['Romance', 'Ecchi', 'School']",1
9437,Fushigina Ano Ko wa Sutekina Kono Ko,toddler anime following animals adventures,"['Adventure', 'Kids']",1
9438,Fushou Shita Senro to Tsuki,based children book name film teaches importance mind everything connected,['Kids'],1
9439,Fushigiboshi no Futagohime Marugoto DVD,appendix recap ova bundled issue kindergartner magazine published parent company manga ran magazine ova intro starts rein fine speaking viewer delves animated body recapping series primarily explaining mechanics politics world ova ends actors dance dance anime ova released day 18th episode aired,"['Kids', 'Magic']",0
9440,Fushigi no Yappo Shima Pukipuki to Poi,stop-motion animation felt characters small island floating sea,['Kids'],0
9441,Gancheopjamneun Ttorijanggun,jungle hero movie,"['Action', 'Drama', 'Sci', 'Fi', 'Shounen']",1
9442,Ganbare Tabuchi-kun Gekitou Pennant Race,based manga serialized weekly manga action magazine lions baseball team makes next round baseball tournament thanks heroic efforts star player next stage involve hard work cooperation sports anime pitches caricatures real-life players cartoon characters lions whose real-life mascot grown-up white lion keep losing games due poor condition-his shadow getting paler group fellow players turns stadium accompanied encourage pull organize day show appreciated miserable failure eventually brought depression arrival girl called obliges dressing cheerleader note real-life members lions baseball team caricatured,"['Comedy', 'Sports']",1
9443,Gohan Suki,based nonfiction gourmet essay manga,"['Slice', 'of', 'Life']",1
9444,Gohan Kaijuu Pap,series short -second segments featuring pap various side dish monsters produce delicious meals,"['Action', 'Comedy', 'Kids']",1
9445,Fate Extra Last Encore - Illustrias Tendousetsu,defeating various floor masters six prior levels saber arrive top floor moon cell opponent strongest master history holy grail war current fan favorite following previous victory reach field flowers among floating isles saber come across hooded man tending blossoms saber immediately draws blade cloaked figure reveals prince platinum saber knight round table however insists interest fighting four discuss infinite possibilities holy grail determined return moon cell original form discussion ends clangor afar ringing skies threadbare knowing significance informs three much time remains lives beckons towards final battleground two sabers shall duel determine future mankind,"['Action', 'Fantasy', 'Magic']",1
9446,Goesu Daejeonjaeng,animated movie monster invasion,"['Action', 'Supernatural', 'Shounen']",1
9447,Hakodate Musical,wow inc first architectural project future center kids plaza opened opened regional exchange center two half years cooperation large led display media wall requested city time project planning features various animations display invited create musical opening media wall,['Music'],0
9448,Hakken Taiken Daisuki Shimajirou,second season children television series,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']",1
9449,Juushin Liger,three bodies appear possessing overwhelming destructive force attack city also awaken evil holy seal trapped years ago trapped seal holy warrior tattooed mark liger assuming warrior dead empress free conquer earth using army biomechanical beasts even japan self-defense forces match awesome power one people fleeing protagonist milquetoast year old boy named ken taiga unbeknownst ken realizes descendant liger warrior burst anger ken liger birthmark appears rises palm air shouting command liger covers demonic long-haired biomechanical armor ken transforms liger fight evil forces,"['Action', 'Mecha', 'Sci', 'Fi']",0
9450,Hajimete no Eigo Sekai Meisaku Douwa,classical folktales released english teach children english,"['Kids', 'Fantasy']",1
9451,Hajime ni Oboeru Koutsuu Anzen,traffic safety video teaching road signal lights,['Kids'],0
9452,Kaibutsu-kun 1980 ,companions travel land human realm encounter battle several monsters mainly assassins demon group,"['Comedy', 'Horror', 'Kids']",0
9453,Haiku Kuma Ana ni Iru,music video haiku climax,['Music'],0
9454,Haha wo Tazunete Sanzenri Special ,version,"['Adventure', 'Drama']",1
9455,Haha Uzura,educational anime importance life boy father hunting boy shoots quail find nest chicks nearby,"['Drama', 'Kids']",1
9456,Hage,educational film premature baldness specifically aimed children balding,"['Drama', 'Kids', 'School']",0
9457,Haedori Daemoheom,anti-communist animated movie,"['Adventure', 'Drama', 'Military']",1
9458,Hachikadzuki-hime,anime adaptation folk tale,"['Drama', 'Fantasy', 'Historical', 'Kids']",0
9459,Hachigatsu Kokonoka Nagasaki,animation depicting tragedy atomic bomb dropped,"['Drama', 'Historical']",1
9460,Kiss Dum Engage Planet,humans enjoying prosperous existence strange life forms called appear suddenly begin multiply assault human population countermeasure mankind organizes investigate protect fighter pilot begins become involved battle lifeforms one earth foremost scientists investigates hears rumors book dead man secret tome relation fight mankind survival begins,"['Mecha', 'Military', 'Sci', 'Fi']",1
9461,Hachidori no Hito Shizuku Watashi ni Dekiru koto,adaptation folk tale meant encourage children help environment one day terrible fire broke forest huge woodlands suddenly engulfed raging wild fire frightened animals fled homes ran forest came edge stream stopped watch fire feeling discouraged powerless bemoaning destruction homes every one thought nothing could fire except one little hummingbird particular hummingbird decided would something swooped stream picked drops water went forest put fire went back stream kept going back animals watched disbelief tried discourage hummingbird comments like bother much little wings burn beak tiny drop put fire animals stood around disparaging little bird efforts bird noticed hopeless forlorn looked one animals shouted challenged hummingbird mocking voice think hummingbird without wasting time losing beat looked back said,['Kids'],1
9462,Habatake Pii-tan,fire safety anime directed,['Kids'],0
9463,Ha Ji Me Te,music video song featured program video animated,"['Kids', 'Music']",0
9464,Gutchonpa Omoshiro Hanashi,short anime aired children variety program one focused telling funny stories,['Kids'],1
9465,Gum Shaara,official music video gum sung,"['Music', 'Kids']",0
9466,Grimm Douwa Anime Series,ova tells three brothers fairy tales hut forest little red riding hood snow-white rose-red,"['Fantasy', 'Kids', 'Magic']",1
9467,Green Saver,teamed defend earth alien invaders pollute environment lulu forest longer main threatened area trio travels world helps animals need,"['Adventure', 'Kids']",1
9468,Green Red,photograph seated heterosexual couple naked apart long necklaces rephotographed fixed camera zooms outwards one take colors subtly shift camera zooms arm eventually reveal bodies twelve minutes screened 3rd animation festival,['Dementia'],0
9469,Green Co-Op CMs,green co-op commercials created,"['Slice', 'of', 'Life', 'Fantasy']",1
9470,Great Hunt,great hunt mysterious amalgamation heavy accents music absurdest humor,"['Comedy', 'Music']",0
9471,Grand Marche no Meikyuu,animated opening square grand mobile game launched android,"['Fantasy', 'Game']",0
9472,Gra-P Rodeo II,2nd season rodeo,"['Music', 'Comedy']",0
9473,Gra-P Rodeo,rodeo normal high school boy aims like self-proclaimed music producer comes future tries help,"['Music', 'Comedy']",1
9474,Gori Papa Ikka no Nougyou wa Omoshiroi,manga papa serialized japan agricultural news reached 000th serialization may short web animation made honor well honor magazine 90th anniversary,"['Slice', 'of', 'Life']",1
9475,Googuri Googuri,made word secret word shared girl grandfather girl grandfather times like mountain times like tree ocean warm comfortable place thoughts take wing endless imagination things seen smelled thought everything experienced extending expanding within infinite expanse inside,"['Fantasy', 'Music']",1
9476,Gonglyong Mecard,spin-off-series based idea dinosaurs become extinct million years ago transformed characters relations cast turning turning turning,"['Game', 'Adventure', 'Cars', 'Kids', 'Mecha']",1
9477,Gokyoudai Monogatari,japan network premiere television anime adaptation idiotic siblings manga title sibling stories original manga running irregular schedule young magazine since story centers sister twin brother live carefree lives lower-class neighborhoods heartwarming encounters local people received award excellence 7th cultural media arts festival voice sister play twin brother play local restaurant waitress,['Comedy'],0
9478,Kurokami Intermission,recap first part series,"['Action', 'Martial', 'Arts', 'Super', 'Power']",1
9479,Gokudou Sakaba Denden Gokudou Daisensou Gaiden,three-episode anime series spinoff upcoming film apocalypse series stream starting may movie channel broadcast series starting film play boss bar snail motif actor stage name part comes means snail,['Comedy'],0
9480,Goannai Shimasu Another World e,part series educational videos teaches kids young adults several basic tax lessons,"['Slice', 'of', 'Life']",0
9481,Gokiburi-chan,story love friendship effort cockroaches friends put living behind refrigerator ordinary family home cockroaches hated humans strive every day liked everyone family day accepted family come,['Kids'],1
9482,Go-chan Moko to Chinjuu no Mori no Nakama-tachi,arrives earth search heart plasma restore peace home planet panda meets human girl named lives farm grandfather several strange animals called pass days enjoyably trouble begins humans invade forest home looking capture meanwhile family life gets complicated grandmother arrives city,"['Adventure', 'Kids']",0
9483,Go Go Kadendanshi 2nd Season,2nd season,"['Action', 'Seinen']",1
9484,Go Go Veggie-tan,fusion drawn animation stop-motion animation live-action sequences veggie-tan tells quirky tale tomato eggplant fell earth spaceship meteorite hit became enchanted local playground equipment,"['Sci', 'Fi', 'Space', 'Kids']",0
9485,Love Get Chu,five girls came training school become voice actresses holding thought mind wanted voice actress meet favorite voice actor armature voice actress special purpose become voice actress likes anime much girl love acted boy found deadlock actress tried find another way managed get difficulty become voice actress although could perform main characters yet love romance boy works anime company catch glimpse situations anime industries,"['Comedy', 'Romance']",1
9486,Glass no Kamen Desu ga to Z Specials,two episodes glass released various combinations parody franchise release,"['Comedy', 'Parody']",1
9487,Go Go Toraemon,based manga,"['Comedy', 'Sports']",0
9488,Go Go Smile Anime,music anime made smile program,"['Comedy', 'Music']",0
9489,GJ8man Soushuuhen,anniversary recaps recaps aired exact day 1st episodes seasons previous year albeit seasons long even though break airing count continues like normal show monthly release recaps done variety show style main cast watches clips show gives commentary,"['Comedy', 'Parody', 'Super', 'Power']",1
9490,GJ8man,boy lives carefree life small historical town prefecture one day old self-professed water fairy appears front tells help people grants power turn man pun number pronounced uses kanji number,"['Comedy', 'Super', 'Power']",1
9491,Girls Battle Aloe Megumi,milk commissioned anime new aloe yogurt surreal flash animation detectives secret agents office ladies important snack breaks,"['Action', 'Comedy', 'Kids']",1
9492,Nihonbashi Koukashita R Keikaku,music video seventh published song created project compilation album -birth-,['Music'],0
9493,Ginga Hyouryuu Vifam Recaps,summaries first letter second meet halves galactic drifter series,"['Action', 'Sci', 'Fi', 'Adventure', 'Mecha']",0
9494,Mikan Enikki Specials,extra episode special series included bonus,"['Slice', 'of', 'Life', 'Comedy', 'Shoujo']",1
9495,Meitantei Holmes Aoi Ruby no Maki Kaitei no Zaihou no Maki,famous blue ruby stolen elaborate way one villain suspected professor return process turn young pick-pocket right path second part sets sights even higher stealing top-secret submarine navy need trail,"['Adventure', 'Mystery', 'Comedy']",1
9496,Gin no Rousokutate,retelling victor crime,"['Drama', 'Kids']",1
9497,Gifu no Tatekayoko,series revolves around life prefecture central japan seen eyes female inhabitant speaks dialect region anime air within animal program,"['Comedy', 'Kids']",1
9498,Geunyeoneun Yeppeotda,three thirty-something friends meet first time ten years one goes blind date gorgeous girl things become quite complicated,"['Comedy', 'Drama', 'Romance']",1
9499,Get Back on the Hill,film made based fear heights experience seeing new york rooftop -floor apartment even quotidian activity walking across zebra crossing becomes abstract image observed heights using process color separation colors shift across frame create surreal universe,['Dementia'],0
9500,Gerotan,flash-animated anime series following strange character,['Comedy'],1
9501,Gensei Shugoshin P-hyoro Ikka,based fantasy manga princess magazine first-episode preview then-upcoming series released theatrically double bill digest edition aim ace series,"['Adventure', 'Fantasy']",1
9502,Genki Genki Non-tan Utaou Christmas,ova non-tan features eight classic songs sung acted characters,"['Music', 'Kids']",0
9503,Genki Genki Non-tan Spoon Tan Tan Tan,edition focuses teaching kids good house manners eating food plate taking naps instructed grow big strong avoiding wetting bed handle situation,"['Kids', 'Music']",0
9504,Genki Genki Non-tan Deka Deka Arigatou,sing-along songs nursery rhymes featuring main cast acting international classics ten little others classic ones close hands open hands,"['Kids', 'Music']",1
9505,Genki Genki Non-tan Obake Mura Meiro,another edition non-tan one focus trying hard trying get along sibling trying fall asleep nap time trying brave think something scary,"['Music', 'Kids']",0
9506,Genki Genki Non-tan 2004 ,direct continuation first season also labeled episode,"['Kids', 'Music']",0
9507,Loveless Specials,specials,"['Comedy', 'Supernatural', 'Romance', 'Fantasy', 'Josei', 'Shounen', 'Ai']",1
9508,Kochira Katsushikaku Kameari Kouenmae Hashutsujo Ryoutsu no Asakusa Rinyuuaru Daisakusen - Aa Om,second final special,"['Comedy', 'Police']",0
9509,Kochira Katsushikaku Kameari Kouenmae Hashutsujo Ryou-san to Chyuuken Rakkii Monogatari - Kameari D,television special,"['Comedy', 'Police']",0
9510,Genbaku Dome Monogatari,educational film a-bomb dome currently world heritage site peace memorial,"['Drama', 'Historical']",1
9511,Kochira Katsushikaku Kameari Kouenmae Hashutsujo Maguro no Notta Keikan,special takes place fisherman boat,"['Comedy', 'Police']",0
9512,Geisters Movie Inochi no Shou,recap second half series,"['Action', 'Military', 'Sci', 'Fi']",1
9513,Geba Geba Shou Time ,based original story,['Comedy'],1
9514,Gattai Robot Atranger,plastic model series first released robot perennial popularity among middle aged fans,['Mecha'],1
9515,Hurricane Live 2033,hurricane live music bubblegum crisis spotlights music helped make series bubblegum crisis popular early piece anime become hard rock songs played amidst video montage exciting action sequences rarely seen live footage musicians also included,['Music'],0
9516,Ganbare Tabuchi-kun ONA ,animated shorts revolving around titular character,"['Comedy', 'Seinen', 'Sports']",0
9517,Ganbare Nattou-san,synopsis added series yet click update information,['Comedy'],1
9518,Ganbare Moudouken Serve,special guide dog blind called dog lived real world died shortly anime production,"['Slice', 'of', 'Life']",0
9519,Ganbare Memeko-chan,flash anime bundled issue manga club original,"['Comedy', 'Seinen', 'Slice', 'of', 'Life']",0
9520,Ganbare Oden-kun,odd dimensional bubble inside kettle food cart exists village residents village spend idyllic days waiting customers come eat meantime helps troubled dwellers realize dreams one day hears customer mother suffers cancer leaves kettle eaten faces cancer cell dream meet mother looking forward day spends days one good deed day,['Comedy'],1
9521,Hanaukyou Maid-tai,losing mother -year-old taro journeys live grandfather gets biggest surprise discovers grandfather home huge mansion hundreds beautiful maids ready serve making matters worse least taro viewing inherit mansion gets services maids hours day days week,"['Comedy', 'Ecchi', 'Harem', 'Romance']",1
9522,Haou Taikei Ryuu Knight,sonic brash young pilot knight zephyr joined travels princess priest ninja encounter various people land including way seeks test others thereby grow abilities,"['Action', 'Adventure', 'Fantasy', 'Mecha']",0
9523,Ginga Tetsudou 999 Kimi wa Senshi no You ni Ikirareru ka ,remake episodes version,"['Space', 'Drama', 'Sci', 'Fi']",1
9524,Ganbare Kobo-chan Gyuunyuu,educational anime explaining trademarks children using cast commissioned japan patent office,['Kids'],1
9525,Ganbare Ko Zou no Koutsuu Anzen Patrol-tai,children traffic safety education anime animal policemen,['Kids'],0
9526,Freezing Specials,episodes focus comedy anything main story freezing,"['Action', 'Comedy', 'Ecchi']",1
9527,Final Fantasy XV Episode Ardyn - Prologue,final fantasy episode depicts story main nemesis final fantasy story suffering death resurrection leading main story animation reveals story two millennia ago,['Action'],1
9528,Ganbare Swimmy,black fish born shoal red fish tries fit amid adventures chased tuna must evade great octopus,['Adventure'],1
9529,Dog Days Recap,recap first two seasons dog days series narrated aired simultaneously first episode third season,"['Action', 'Adventure', 'Fantasy', 'Magic']",0
9530,Di Gi Charat Christmas Special,special aired featured attempting capture inviting characters cruise,['Comedy'],1
9531,Dance with Devils Fortuna,lives calm unchanging life older brother returns studying abroad united kingdom academy student council president rem calls girl begins mysterious encounters student council members life changed little day expected nothing however comes home find mother collapsed suspicious hooded men nearby human devils vampires exorcists seeking forbidden former daily life crumbles around finds slowly becoming attracted rem helps predicament hand confusion deepens regard brother carries secret unsure path choose finds center love story,"['Harem', 'Demons', 'Supernatural', 'Romance', 'Vampire', 'Shoujo']",1
9532,Gan Gan Ganko-chan,anime follows boy named gen time travels year distant future humanity gone extinct begins staying family home rustling forest none amenities used electricity gas running water well television smartphones convenience stores snacks games,"['Sci', 'Fi', 'Comedy', 'Kids']",1
9533,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou Arashi wo Yobu Den-O vs Shin-O 60-bu Special ,sixty minute special crayon anime featuring crossover live action series rider den-o well three normal summer-themed episodes den-o characters drawn style regular characters another thing note commercial breaks clips live action den-liner characters rider den-o series shown scenes involves owner giving shin speech sorts making shin feel uncomfortable,"['Action', 'Comedy', 'Super', 'Power', 'Seinen']",0
9534,Gakufu no Rakugakichou,short film creatively depicting musical score plays,['Music'],1
9535,Game Center Arashi,japan space invaders champion must use skills beat others different video games,"['Comedy', 'Game', 'Kids', 'Shounen']",0
9536,Gakken no Zunou Kaihatsu Video,brain development video series educational teaching various things kindergarten aged children include items like teaches playing nice together teaches english alphabet tapes created animated game live-action one real western child actors,"['Music', 'Kids']",1
9537,Gakkou no Kowai Uwasa Shin Hanako-san ga Kita ,story anime revolves around girl lives supernatural world apart appears schoolchildren trouble benevolent version enduring urban legend ghost lives toilet local school,"['Comedy', 'Horror', 'School', 'Supernatural']",0
9538,Gaki Deka,boy cop liked playing testicles sentencing people death occasionally transforming deer elephant,"['Comedy', 'Ecchi', 'Kids', 'Parody', 'Shounen']",1
9539,Gaikan Chiba,promotional anime outer ring road,['Drama'],0
9540,Gaegujang-i Cheonsa-deul,adaptation novel two girls separated birth meet years finding sisters,"['Adventure', 'Kids']",1
9541,Gaia Getter A-kun,far away solar system 3rd planet another called queen rules iron fist first prince nothing naughty kid queen gives task invading earth prove worth comes tow semi-forced attendants ensue,"['Comedy', 'Kids', 'Sci', 'Fi', 'Space']",1
9542,Fuyuyasumi da Zenin Shuugou ,educational film exploring different traditions around world,['Kids'],1
9543,Ch oS Child Silent Sky,silent sky combination additional episodes consists story future three months incident similar new generation madness disease chaos child syndrome brought past earthquake,"['Sci', 'Fi', 'Mystery', 'Psychological', 'Supernatural']",0
9544,Fuwa Aoyun Manyouji,story takes place common household opening 29th games -year-old boy received birthday gift parents five mascots skillfully combined humorous tales five mascots cartoon series introduces history trivia well culture preparation,"['Comedy', 'Sports']",1
9545,Fuusen Shoujo Temple-chan Movie,compilation movie,"['Adventure', 'Comedy', 'Kids', 'Music']",0
9546,Fuusen Inu Tinny 2nd Season,follows dog friends wear balloons explore kingdom clouds,"['Adventure', 'Kids']",0
9547,Ashita Sekai ga Owaru toshitemo,shin shut heart ever since mother died young childhood friend looking ever since third year high school seems like finally move forward another shin another japan suddenly appeared front,"['Drama', 'Romance']",0
9548,Fuusen Inu Tinny,based picture book series follows dog flies clouds balloon,"['Adventure', 'Kids']",1
9549,AOTU Shijie,god created world established oracles rule behalf god poor rich enslaved free suffering happiness destruction birth every status ordained god mortals accept resist however god given people opportunity change fate contest contestants use unique ability gifted contest system wisdom courage hopes winning competition becoming world ruler,"['Action', 'Adventure', 'Fantasy', 'Sci', 'Fi']",0
9550, hack Tasogare no Udewa Densetsu,winning legendary characters kite black rose event held creators world twin sister steps world together completed events quests along new friends soon mysterious monsters appeared death monsters caused players slip coma real world solve problem targeted secrets game hiding,"['Adventure', 'Comedy', 'Fantasy', 'Game', 'Sci', 'Fi', 'Shounen']",1
9551,Futari wa Nakayoshi Goo to Sue,toddler anime following brother sister pair every day life revolving around baby brother,"['Kids', 'Slice', 'of', 'Life']",1
9552, hack Liminality,playing newly released world collapsed real world sent hospital hearing mysterious sound recovered friend slipped mysterious coma later approached creator world unveils like friend six players across country also collapsed playing world mysterious comas exactly world mysterious sound keeps hearing people slipping comas game acquaintances set get bottom problem harm happens,"['Game', 'Mystery', 'Sci', 'Fi']",0
9553,Futago no Monchhichi,twin sister loves twin brother much crybaby always follows brother twin brother protects sister brave adventurer fishing champion sometimes becomes hasty boy enjoy wonderful mysterious adventures together everyday take space walk ride swan swan constellation build small house aliens space everything children want dream heartwarming animation series featuring pretty twins surely gives wonderful dreams brother-sister love hopes future children world,"['Comedy', 'Kids']",1
9554,Fushigi Naido,stop-motion animation sisters chores one falls well gets transported wonderland trying retrieve pail helps various creatures wonderland receives rewards upon returning home sister jealous tries rude helps one selfishness,"['Historical', 'Kids', 'Fantasy']",1
9555,Fushigi na Elevator,one morning boy dashes door apartment carrying school bag back jumps building elevator day today stop keeps going finally stops jolt door opens boy finds world deep ground adventure begins,['Fantasy'],0
